Sample,2Theta,Raw Intensity,Offsetted Intensity
Con 1,5,246.1,296.1
Con 1,5.05,199.326,249.326
Con 1,5.1,164.095,214.095
Con 1,5.15,223.567,273.567
Con 1,5.2,187.83,237.83
Con 1,5.25,215.064,265.064
Con 1,5.3,204.997,254.997
Con 1,5.35,196.022,246.022
Con 1,5.4,188.818,238.818
Con 1,5.45,173.371,223.371
Con 1,5.5,227.448,277.448
Con 1,5.55,179.01,229.01
Con 1,5.6,272.676,322.676
Con 1,5.65,211.053,261.053
Con 1,5.7,209.751,259.751
Con 1,5.75,203.49,253.49
Con 1,5.8,187.035,237.035
Con 1,5.85,215.454,265.454
Con 1,5.9,223.345,273.345
Con 1,5.95,194.248,244.248
Con 1,6,186.142,236.142
Con 1,6.05,206.874,256.874
Con 1,6.1,190.362,240.362
Con 1,6.15,185.429,235.429
Con 1,6.2,227.92,277.92
Con 1,6.25,245.838,295.838
Con 1,6.3,253.845,303.845
Con 1,6.35,202.567,252.567
Con 1,6.4,185.264,235.264
Con 1,6.45,244.207,294.207
Con 1,6.5,168.852,218.852
Con 1,6.55,167.874,217.874
Con 1,6.6,200.705,250.705
Con 1,6.65,203.205,253.205
Con 1,6.7,209.766,259.766
Con 1,6.75,200.368,250.368
Con 1,6.8,196.93,246.93
Con 1,6.85,209.721,259.721
Con 1,6.9,207.895,257.895
Con 1,6.95,182.533,232.533
Con 1,7,193.96,243.96
Con 1,7.05,214.384,264.384
Con 1,7.1,224.123,274.123
Con 1,7.15,203.314,253.314
Con 1,7.2,227.791,277.791
Con 1,7.25,220.391,270.391
Con 1,7.3,214.136,264.136
Con 1,7.35,183.182,233.182
Con 1,7.4,209.902,259.902
Con 1,7.45,187.995,237.995
Con 1,7.5,220.856,270.856
Con 1,7.55,229.497,279.497
Con 1,7.6,194.771,244.771
Con 1,7.65,219.16,269.16
Con 1,7.7,197.705,247.705
Con 1,7.75,226.872,276.872
Con 1,7.8,204.884,254.884
Con 1,7.85,224.667,274.667
Con 1,7.9,206.695,256.695
Con 1,7.95,204.591,254.591
Con 1,8,221.082,271.082
Con 1,8.05,193.168,243.168
Con 1,8.1,219.19,269.19
Con 1,8.15,210.711,260.711
Con 1,8.2,203.068,253.068
Con 1,8.25,200.04,250.04
Con 1,8.3,228.767,278.767
Con 1,8.35,230.48,280.48
Con 1,8.4,219.505,269.505
Con 1,8.45,223.907,273.907
Con 1,8.5,226.338,276.338
Con 1,8.55,230.575,280.575
Con 1,8.6,219.635,269.635
Con 1,8.65,212.166,262.166
Con 1,8.7,194.57,244.57
Con 1,8.75,173.803,223.803
Con 1,8.8,220.964,270.964
Con 1,8.85,229.253,279.253
Con 1,8.9,233.26,283.26
Con 1,8.95,233.778,283.778
Con 1,9,213.175,263.175
Con 1,9.05,226.887,276.887
Con 1,9.1,218.982,268.982
Con 1,9.15,222.164,272.164
Con 1,9.2,210.862,260.862
Con 1,9.25,234.939,284.939
Con 1,9.3,239.12,289.12
Con 1,9.35,228.858,278.858
Con 1,9.4,250.678,300.678
Con 1,9.45,243.986,293.986
Con 1,9.5,235.148,285.148
Con 1,9.55,239.069,289.069
Con 1,9.6,270.282,320.282
Con 1,9.65,215.477,265.477
Con 1,9.7,209.858,259.858
Con 1,9.75,224.725,274.725
Con 1,9.8,253.204,303.204
Con 1,9.85,244.106,294.106
Con 1,9.9,202.196,252.196
Con 1,9.95,229.089,279.089
Con 1,10,217.013,267.013
Con 1,10.05,256.342,306.342
Con 1,10.1,244.611,294.611
Con 1,10.15,209.471,259.471
Con 1,10.2,241.787,291.787
Con 1,10.25,267.188,317.188
Con 1,10.3,228.736,278.736
Con 1,10.35,217.535,267.535
Con 1,10.4,239.025,289.025
Con 1,10.45,246.982,296.982
Con 1,10.5,260.918,310.918
Con 1,10.55,276.241,326.241
Con 1,10.6,229.024,279.024
Con 1,10.65,256.229,306.229
Con 1,10.7,254.392,304.392
Con 1,10.75,235.268,285.268
Con 1,10.8,251.43,301.43
Con 1,10.85,210.1,260.1
Con 1,10.9,220.221,270.221
Con 1,10.95,267.562,317.562
Con 1,11,202.837,252.837
Con 1,11.05,236.405,286.405
Con 1,11.1,255.132,305.132
Con 1,11.15,253.562,303.562
Con 1,11.2,245.919,295.919
Con 1,11.25,233.989,283.989
Con 1,11.3,256.407,306.407
Con 1,11.35,267.101,317.101
Con 1,11.4,246.993,296.993
Con 1,11.45,214.062,264.062
Con 1,11.5,216.995,266.995
Con 1,11.55,273.17,323.17
Con 1,11.6,250.914,300.914
Con 1,11.65,220.59,270.59
Con 1,11.7,254.62,304.62
Con 1,11.75,251.106,301.106
Con 1,11.8,297.875,347.875
Con 1,11.85,236.442,286.442
Con 1,11.9,233.097,283.097
Con 1,11.95,245.583,295.583
Con 1,12,204.472,254.472
Con 1,12.05,230.289,280.289
Con 1,12.1,251.665,301.665
Con 1,12.15,241.334,291.334
Con 1,12.2,224.267,274.267
Con 1,12.25,271.277,321.277
Con 1,12.3,235.5,285.5
Con 1,12.35,252.04,302.04
Con 1,12.4,239.672,289.672
Con 1,12.45,253.717,303.717
Con 1,12.5,241.834,291.834
Con 1,12.55,240.072,290.072
Con 1,12.6,214.002,264.002
Con 1,12.65,258.211,308.211
Con 1,12.7,231.07,281.07
Con 1,12.75,311.68,361.68
Con 1,12.8,265.216,315.216
Con 1,12.85,294.955,344.955
Con 1,12.9,280.755,330.755
Con 1,12.95,243.562,293.562
Con 1,13,245.464,295.464
Con 1,13.05,276.11,326.11
Con 1,13.1,256.332,306.332
Con 1,13.15,244.497,294.497
Con 1,13.2,283.961,333.961
Con 1,13.25,259.855,309.855
Con 1,13.3,270.95,320.95
Con 1,13.35,259.319,309.319
Con 1,13.4,274.608,324.608
Con 1,13.45,241.463,291.463
Con 1,13.5,229.806,279.806
Con 1,13.55,279.678,329.678
Con 1,13.6,240.583,290.583
Con 1,13.65,262.486,312.486
Con 1,13.7,277.82,327.82
Con 1,13.75,234.151,284.151
Con 1,13.8,227.939,277.939
Con 1,13.85,255.722,305.722
Con 1,13.9,252.036,302.036
Con 1,13.95,255.044,305.044
Con 1,14,264.936,314.936
Con 1,14.05,254.648,304.648
Con 1,14.1,257.88,307.88
Con 1,14.15,255.007,305.007
Con 1,14.2,278.973,328.973
Con 1,14.25,265.905,315.905
Con 1,14.3,265.209,315.209
Con 1,14.35,272.52,322.52
Con 1,14.4,251.821,301.821
Con 1,14.45,265.295,315.295
Con 1,14.5,257.285,307.285
Con 1,14.55,242.898,292.898
Con 1,14.6,247.474,297.474
Con 1,14.65,281.427,331.427
Con 1,14.7,231.701,281.701
Con 1,14.75,281.094,331.094
Con 1,14.8,277.468,327.468
Con 1,14.85,281.196,331.196
Con 1,14.9,251.019,301.019
Con 1,14.95,254.3,304.3
Con 1,15,304.267,354.267
Con 1,15.05,292.838,342.838
Con 1,15.1,254.976,304.976
Con 1,15.15,272.008,322.008
Con 1,15.2,284.803,334.803
Con 1,15.25,246.845,296.845
Con 1,15.3,277.334,327.334
Con 1,15.35,267.472,317.472
Con 1,15.4,252.408,302.408
Con 1,15.45,251.153,301.153
Con 1,15.5,283.573,333.573
Con 1,15.55,256.524,306.524
Con 1,15.6,282.834,332.834
Con 1,15.65,236.44,286.44
Con 1,15.7,292.855,342.855
Con 1,15.75,260.536,310.536
Con 1,15.8,285.893,335.893
Con 1,15.85,258.085,308.085
Con 1,15.9,311.81,361.81
Con 1,15.95,283.544,333.544
Con 1,16,268.281,318.281
Con 1,16.05,242.064,292.064
Con 1,16.1,240.337,290.337
Con 1,16.15,215.755,265.755
Con 1,16.2,266.695,316.695
Con 1,16.25,301.067,351.067
Con 1,16.3,245.793,295.793
Con 1,16.35,283.67,333.67
Con 1,16.4,262.411,312.411
Con 1,16.45,242.437,292.437
Con 1,16.5,263.605,313.605
Con 1,16.55,257.599,307.599
Con 1,16.6,268.589,318.589
Con 1,16.65,253.823,303.823
Con 1,16.7,256.454,306.454
Con 1,16.75,247.479,297.479
Con 1,16.8,282.857,332.857
Con 1,16.85,266.27,316.27
Con 1,16.9,241.468,291.468
Con 1,16.95,232.817,282.817
Con 1,17,247.32,297.32
Con 1,17.05,256.06,306.06
Con 1,17.1,250.332,300.332
Con 1,17.15,241.519,291.519
Con 1,17.2,291.49,341.49
Con 1,17.25,285.676,335.676
Con 1,17.3,289.287,339.287
Con 1,17.35,268.152,318.152
Con 1,17.4,242.902,292.902
Con 1,17.45,237.583,287.583
Con 1,17.5,238.566,288.566
Con 1,17.55,277.507,327.507
Con 1,17.6,295.433,345.433
Con 1,17.65,249.288,299.288
Con 1,17.7,252.537,302.537
Con 1,17.75,258.069,308.069
Con 1,17.8,295.008,345.008
Con 1,17.85,298.071,348.071
Con 1,17.9,256.085,306.085
Con 1,17.95,225.975,275.975
Con 1,18,262.356,312.356
Con 1,18.05,268.54,318.54
Con 1,18.1,274.563,324.563
Con 1,18.15,252.292,302.292
Con 1,18.2,249.235,299.235
Con 1,18.25,245.516,295.516
Con 1,18.3,244.947,294.947
Con 1,18.35,237.426,287.426
Con 1,18.4,271.736,321.736
Con 1,18.45,294.602,344.602
Con 1,18.5,228.63,278.63
Con 1,18.55,264.784,314.784
Con 1,18.6,282.405,332.405
Con 1,18.65,275.586,325.586
Con 1,18.7,306.647,356.647
Con 1,18.75,307.83,357.83
Con 1,18.8,266.596,316.596
Con 1,18.85,273.098,323.098
Con 1,18.9,246.453,296.453
Con 1,18.95,262.264,312.264
Con 1,19,231.355,281.355
Con 1,19.05,291.203,341.203
Con 1,19.1,260.901,310.901
Con 1,19.15,308.248,358.248
Con 1,19.2,284.329,334.329
Con 1,19.25,296.334,346.334
Con 1,19.3,275.142,325.142
Con 1,19.35,270.68,320.68
Con 1,19.4,275.575,325.575
Con 1,19.45,285.613,335.613
Con 1,19.5,290.821,340.821
Con 1,19.55,278.566,328.566
Con 1,19.6,271.519,321.519
Con 1,19.65,227.802,277.802
Con 1,19.7,237.272,287.272
Con 1,19.75,282.288,332.288
Con 1,19.8,252.499,302.499
Con 1,19.85,267.153,317.153
Con 1,19.9,255.857,305.857
Con 1,19.95,249.827,299.827
Con 1,20,261.298,311.298
Con 1,20.05,260.629,310.629
Con 1,20.1,264.527,314.527
Con 1,20.15,256.533,306.533
Con 1,20.2,265.019,315.019
Con 1,20.25,277.831,327.831
Con 1,20.3,277.513,327.513
Con 1,20.35,256.179,306.179
Con 1,20.4,279.908,329.908
Con 1,20.45,265.205,315.205
Con 1,20.5,261.233,311.233
Con 1,20.55,282.608,332.608
Con 1,20.6,234.053,284.053
Con 1,20.65,219.616,269.616
Con 1,20.7,234.353,284.353
Con 1,20.75,237.789,287.789
Con 1,20.8,249.333,299.333
Con 1,20.85,253.797,303.797
Con 1,20.9,227.511,277.511
Con 1,20.95,268.647,318.647
Con 1,21,249.62,299.62
Con 1,21.05,245.373,295.373
Con 1,21.1,247.075,297.075
Con 1,21.15,237.14,287.14
Con 1,21.2,240.769,290.769
Con 1,21.25,271.475,321.475
Con 1,21.3,247.212,297.212
Con 1,21.35,224.347,274.347
Con 1,21.4,240.857,290.857
Con 1,21.45,252.707,302.707
Con 1,21.5,268.694,318.694
Con 1,21.55,259.016,309.016
Con 1,21.6,255.539,305.539
Con 1,21.65,258.191,308.191
Con 1,21.7,259.659,309.659
Con 1,21.75,267.549,317.549
Con 1,21.8,253.43,303.43
Con 1,21.85,276.828,326.828
Con 1,21.9,311.438,361.438
Con 1,21.95,270.601,320.601
Con 1,22,261.444,311.444
Con 1,22.05,272.713,322.713
Con 1,22.1,250.676,300.676
Con 1,22.15,254.825,304.825
Con 1,22.2,240.928,290.928
Con 1,22.25,244.377,294.377
Con 1,22.3,291.41,341.41
Con 1,22.35,231.717,281.717
Con 1,22.4,244.796,294.796
Con 1,22.45,248.967,298.967
Con 1,22.5,257.623,307.623
Con 1,22.55,240.418,290.418
Con 1,22.6,236.727,286.727
Con 1,22.65,261.896,311.896
Con 1,22.7,233.305,283.305
Con 1,22.75,232.456,282.456
Con 1,22.8,254.108,304.108
Con 1,22.85,238.053,288.053
Con 1,22.9,273.271,323.271
Con 1,22.95,263.206,313.206
Con 1,23,262.512,312.512
Con 1,23.05,264.411,314.411
Con 1,23.1,235.735,285.735
Con 1,23.15,260.613,310.613
Con 1,23.2,279.191,329.191
Con 1,23.25,263.329,313.329
Con 1,23.3,260.282,310.282
Con 1,23.35,252.402,302.402
Con 1,23.4,234.854,284.854
Con 1,23.45,270.633,320.633
Con 1,23.5,228.754,278.754
Con 1,23.55,266.233,316.233
Con 1,23.6,252.816,302.816
Con 1,23.65,217.319,267.319
Con 1,23.7,249.391,299.391
Con 1,23.75,238.118,288.118
Con 1,23.8,261.231,311.231
Con 1,23.85,249.847,299.847
Con 1,23.9,230.928,280.928
Con 1,23.95,273.174,323.174
Con 1,24,272.546,322.546
Con 1,24.05,259.733,309.733
Con 1,24.1,284.325,334.325
Con 1,24.15,288.296,338.296
Con 1,24.2,323.692,373.692
Con 1,24.25,338.851,388.851
Con 1,24.3,299.801,349.801
Con 1,24.35,319.134,369.134
Con 1,24.4,257.718,307.718
Con 1,24.45,265.212,315.212
Con 1,24.5,248.802,298.802
Con 1,24.55,277.824,327.824
Con 1,24.6,262.377,312.377
Con 1,24.65,240.116,290.116
Con 1,24.7,252.761,302.761
Con 1,24.75,255.326,305.326
Con 1,24.8,217.912,267.912
Con 1,24.85,243.128,293.128
Con 1,24.9,240.234,290.234
Con 1,24.95,256.729,306.729
Con 1,25,215.755,265.755
Con 1,25.05,270.234,320.234
Con 1,25.1,230.525,280.525
Con 1,25.15,262.357,312.357
Con 1,25.2,262.531,312.531
Con 1,25.25,266.824,316.824
Con 1,25.3,219.829,269.829
Con 1,25.35,245.061,295.061
Con 1,25.4,242.908,292.908
Con 1,25.45,250.516,300.516
Con 1,25.5,226.987,276.987
Con 1,25.55,229.744,279.744
Con 1,25.6,212.776,262.776
Con 1,25.65,259.857,309.857
Con 1,25.7,242.065,292.065
Con 1,25.75,233.29,283.29
Con 1,25.8,286.045,336.045
Con 1,25.85,228.979,278.979
Con 1,25.9,232.834,282.834
Con 1,25.95,254.076,304.076
Con 1,26,239.95,289.95
Con 1,26.05,265.596,315.596
Con 1,26.1,231.809,281.809
Con 1,26.15,229.348,279.348
Con 1,26.2,209.956,259.956
Con 1,26.25,234.279,284.279
Con 1,26.3,201.08,251.08
Con 1,26.35,225.367,275.367
Con 1,26.4,243.512,293.512
Con 1,26.45,224.433,274.433
Con 1,26.5,240.847,290.847
Con 1,26.55,245.942,295.942
Con 1,26.6,236.029,286.029
Con 1,26.65,234.923,284.923
Con 1,26.7,232.59,282.59
Con 1,26.75,234.102,284.102
Con 1,26.8,236.643,286.643
Con 1,26.85,214.722,264.722
Con 1,26.9,215.519,265.519
Con 1,26.95,245.584,295.584
Con 1,27,230.935,280.935
Con 1,27.05,244.968,294.968
Con 1,27.1,201.194,251.194
Con 1,27.15,247.877,297.877
Con 1,27.2,232.308,282.308
Con 1,27.25,199.248,249.248
Con 1,27.3,228.155,278.155
Con 1,27.35,264.011,314.011
Con 1,27.4,280.544,330.544
Con 1,27.45,294.767,344.767
Con 1,27.5,325.973,375.973
Con 1,27.55,346.914,396.914
Con 1,27.6,389.976,439.976
Con 1,27.65,391.278,441.278
Con 1,27.7,379.781,429.781
Con 1,27.75,336.651,386.651
Con 1,27.8,313.441,363.441
Con 1,27.85,255.368,305.368
Con 1,27.9,239.707,289.707
Con 1,27.95,247.637,297.637
Con 1,28,224.731,274.731
Con 1,28.05,214.758,264.758
Con 1,28.1,246.981,296.981
Con 1,28.15,248.159,298.159
Con 1,28.2,210.078,260.078
Con 1,28.25,218.906,268.906
Con 1,28.3,209.037,259.037
Con 1,28.35,228.093,278.093
Con 1,28.4,232.051,282.051
Con 1,28.45,221.942,271.942
Con 1,28.5,205.118,255.118
Con 1,28.55,249.033,299.033
Con 1,28.6,239.94,289.94
Con 1,28.65,201.244,251.244
Con 1,28.7,221.585,271.585
Con 1,28.75,205.333,255.333
Con 1,28.8,208.559,258.559
Con 1,28.85,233.197,283.197
Con 1,28.9,233.302,283.302
Con 1,28.95,238.55,288.55
Con 1,29,248.248,298.248
Con 1,29.05,259.138,309.138
Con 1,29.1,220.494,270.494
Con 1,29.15,212.339,262.339
Con 1,29.2,232.588,282.588
Con 1,29.25,233.261,283.261
Con 1,29.3,238.501,288.501
Con 1,29.35,229.51,279.51
Con 1,29.4,228.604,278.604
Con 1,29.45,234.261,284.261
Con 1,29.5,255.748,305.748
Con 1,29.55,219.203,269.203
Con 1,29.6,242.724,292.724
Con 1,29.65,207.722,257.722
Con 1,29.7,219.237,269.237
Con 1,29.75,202.281,252.281
Con 1,29.8,227.392,277.392
Con 1,29.85,158.04,208.04
Con 1,29.9,240.033,290.033
Con 1,29.95,197.647,247.647
Con 1,30,211.75,261.75
Con 1,30.05,241.342,291.342
Con 1,30.1,237.773,287.773
Con 1,30.15,221.595,271.595
Con 1,30.2,214.697,264.697
Con 1,30.25,193.176,243.176
Con 1,30.3,224.989,274.989
Con 1,30.35,217.841,267.841
Con 1,30.4,251.191,301.191
Con 1,30.45,196.764,246.764
Con 1,30.5,252.875,302.875
Con 1,30.55,222.439,272.439
Con 1,30.6,266.089,316.089
Con 1,30.65,270.863,320.863
Con 1,30.7,255.694,305.694
Con 1,30.75,342.654,392.654
Con 1,30.8,439.633,489.633
Con 1,30.85,554.81,604.81
Con 1,30.9,632.235,682.235
Con 1,30.95,656.426,706.426
Con 1,31,626.769,676.769
Con 1,31.05,631.793,681.793
Con 1,31.1,440.663,490.663
Con 1,31.15,382.395,432.395
Con 1,31.2,321.08,371.08
Con 1,31.25,305.026,355.026
Con 1,31.3,284.461,334.461
Con 1,31.35,295.123,345.123
Con 1,31.4,311.476,361.476
Con 1,31.45,285.367,335.367
Con 1,31.5,276.461,326.461
Con 1,31.55,227.237,277.237
Con 1,31.6,213.271,263.271
Con 1,31.65,249.334,299.334
Con 1,31.7,204.94,254.94
Con 1,31.75,222.382,272.382
Con 1,31.8,228.162,278.162
Con 1,31.85,234.85,284.85
Con 1,31.9,282.051,332.051
Con 1,31.95,242.218,292.218
Con 1,32,218.95,268.95
Con 1,32.05,209.069,259.069
Con 1,32.1,236.288,286.288
Con 1,32.15,191.526,241.526
Con 1,32.2,217.761,267.761
Con 1,32.25,234.07,284.07
Con 1,32.3,217.809,267.809
Con 1,32.35,221.949,271.949
Con 1,32.4,216.908,266.908
Con 1,32.45,240.903,290.903
Con 1,32.5,193.517,243.517
Con 1,32.55,186.255,236.255
Con 1,32.6,191.339,241.339
Con 1,32.65,223.337,273.337
Con 1,32.7,199.114,249.114
Con 1,32.75,226.299,276.299
Con 1,32.8,189.502,239.502
Con 1,32.85,185.471,235.471
Con 1,32.9,199.748,249.748
Con 1,32.95,189.319,239.319
Con 1,33,185.224,235.224
Con 1,33.05,201.118,251.118
Con 1,33.1,210.867,260.867
Con 1,33.15,196.268,246.268
Con 1,33.2,188.162,238.162
Con 1,33.25,234.407,284.407
Con 1,33.3,220.754,270.754
Con 1,33.35,207.558,257.558
Con 1,33.4,222.087,272.087
Con 1,33.45,228.758,278.758
Con 1,33.5,203.772,253.772
Con 1,33.55,215.438,265.438
Con 1,33.6,230.273,280.273
Con 1,33.65,219.43,269.43
Con 1,33.7,231.081,281.081
Con 1,33.75,200.777,250.777
Con 1,33.8,189.957,239.957
Con 1,33.85,175.108,225.108
Con 1,33.9,163.366,213.366
Con 1,33.95,165.937,215.937
Con 1,34,190.437,240.437
Con 1,34.05,184.469,234.469
Con 1,34.1,231.081,281.081
Con 1,34.15,187.745,237.745
Con 1,34.2,183.237,233.237
Con 1,34.25,211.574,261.574
Con 1,34.3,200.083,250.083
Con 1,34.35,216.581,266.581
Con 1,34.4,181.273,231.273
Con 1,34.45,175.796,225.796
Con 1,34.5,166.176,216.176
Con 1,34.55,175.222,225.222
Con 1,34.6,165.668,215.668
Con 1,34.65,184.53,234.53
Con 1,34.7,188.763,238.763
Con 1,34.75,185.396,235.396
Con 1,34.8,192.367,242.367
Con 1,34.85,202.044,252.044
Con 1,34.9,175.325,225.325
Con 1,34.95,186.272,236.272
Con 1,35,167.207,217.207
Con 1,35.05,184.036,234.036
Con 1,35.1,181.744,231.744
Con 1,35.15,193.375,243.375
Con 1,35.2,172.331,222.331
Con 1,35.25,206.404,256.404
Con 1,35.3,171.797,221.797
Con 1,35.35,218.288,268.288
Con 1,35.4,161.195,211.195
Con 1,35.45,176.732,226.732
Con 1,35.5,153.386,203.386
Con 1,35.55,198.72,248.72
Con 1,35.6,196.183,246.183
Con 1,35.65,206.967,256.967
Con 1,35.7,195.43,245.43
Con 1,35.75,197.071,247.071
Con 1,35.8,232.019,282.019
Con 1,35.85,253.909,303.909
Con 1,35.9,296.253,346.253
Con 1,35.95,342.713,392.713
Con 1,36,364.188,414.188
Con 1,36.05,379.084,429.084
Con 1,36.1,365.895,415.895
Con 1,36.15,306.925,356.925
Con 1,36.2,280.798,330.798
Con 1,36.25,299.546,349.546
Con 1,36.3,262.2,312.2
Con 1,36.35,208.413,258.413
Con 1,36.4,226.323,276.323
Con 1,36.45,190.064,240.064
Con 1,36.5,165.107,215.107
Con 1,36.55,178.78,228.78
Con 1,36.6,163.108,213.108
Con 1,36.65,198.729,248.729
Con 1,36.7,205.625,255.625
Con 1,36.75,178.548,228.548
Con 1,36.8,173.387,223.387
Con 1,36.85,213.631,263.631
Con 1,36.9,204.723,254.723
Con 1,36.95,177.926,227.926
Con 1,37,167.141,217.141
Con 1,37.05,177.582,227.582
Con 1,37.1,184.927,234.927
Con 1,37.15,204.737,254.737
Con 1,37.2,166.896,216.896
Con 1,37.25,186.99,236.99
Con 1,37.3,163.062,213.062
Con 1,37.35,192.319,242.319
Con 1,37.4,192.398,242.398
Con 1,37.45,178.717,228.717
Con 1,37.5,203.816,253.816
Con 1,37.55,239.046,289.046
Con 1,37.6,276.617,326.617
Con 1,37.65,308.839,358.839
Con 1,37.7,384.675,434.675
Con 1,37.75,444.685,494.685
Con 1,37.8,489.421,539.421
Con 1,37.85,474.44,524.44
Con 1,37.9,460.392,510.392
Con 1,37.95,424.153,474.153
Con 1,38,374.6,424.6
Con 1,38.05,300.522,350.522
Con 1,38.1,255.327,305.327
Con 1,38.15,195.254,245.254
Con 1,38.2,225.836,275.836
Con 1,38.25,169.931,219.931
Con 1,38.3,195.217,245.217
Con 1,38.35,160.976,210.976
Con 1,38.4,208.396,258.396
Con 1,38.45,197.727,247.727
Con 1,38.5,178.12,228.12
