Sample,2Theta,Raw Intensity,Offsetted Intensity
Con 2,21.9,290.984,590.984
Con 2,21.95,280.649,580.649
Con 2,22,297.736,597.736
Con 2,22.05,292.283,592.283
Con 2,22.1,277.53,577.53
Con 2,22.15,261.16,561.16
Con 2,22.2,275.023,575.023
Con 2,22.25,270.399,570.399
Con 2,22.3,272.792,572.792
Con 2,22.35,283.509,583.509
Con 2,22.4,260.188,560.188
Con 2,22.45,243.505,543.505
Con 2,22.5,272.532,572.532
Con 2,22.55,237.155,537.155
Con 2,22.6,270.562,570.562
Con 2,22.65,271.756,571.756
Con 2,22.7,249.768,549.768
Con 2,22.75,279.044,579.044
Con 2,22.8,269.302,569.302
Con 2,22.85,271.12,571.12
Con 2,22.9,295.163,595.163
Con 2,22.95,275.579,575.579
Con 2,23,316.797,616.797
Con 2,23.05,260.497,560.497
Con 2,23.1,316.517,616.517
Con 2,23.15,319.194,619.194
Con 2,23.2,281.647,581.647
Con 2,23.25,271.337,571.337
Con 2,23.3,243.887,543.887
Con 2,23.35,261.372,561.372
Con 2,23.4,218.073,518.073
Con 2,23.45,261.781,561.781
Con 2,23.5,240.814,540.814
Con 2,23.55,265.974,565.974
Con 2,23.6,273.561,573.561
Con 2,23.65,234.249,534.249
Con 2,23.7,240.711,540.711
Con 2,23.75,259.244,559.244
Con 2,23.8,277.22,577.22
Con 2,23.85,278.61,578.61
Con 2,23.9,244.969,544.969
Con 2,23.95,285.057,585.057
Con 2,24,289.715,589.715
Con 2,24.05,343.363,643.363
Con 2,24.1,354.546,654.546
Con 2,24.15,448.196,748.196
Con 2,24.2,466.428,766.428
Con 2,24.25,455.286,755.286
Con 2,24.3,420.242,720.242
Con 2,24.35,382.416,682.416
Con 2,24.4,267.765,567.765
Con 2,24.45,261.258,561.258
Con 2,24.5,325.493,625.493
Con 2,24.55,284.011,584.011
Con 2,24.6,278.529,578.529
Con 2,24.65,270.745,570.745
Con 2,24.7,276.91,576.91
Con 2,24.75,281.181,581.181
Con 2,24.8,257.797,557.797
Con 2,24.85,269.906,569.906
Con 2,24.9,265.03,565.03
Con 2,24.95,267.243,567.243
Con 2,25,272.275,572.275
Con 2,25.05,282.843,582.843
Con 2,25.1,309.083,609.083
Con 2,25.15,261.842,561.842
Con 2,25.2,280.841,580.841
Con 2,25.25,275.471,575.471
Con 2,25.3,243.753,543.753
Con 2,25.35,227.311,527.311
Con 2,25.4,237.109,537.109
Con 2,25.45,264.293,564.293
Con 2,25.5,261.997,561.997
Con 2,25.55,236.673,536.673
Con 2,25.6,255.291,555.291
Con 2,25.65,223.657,523.657
Con 2,25.7,246.662,546.662
Con 2,25.75,267.047,567.047
Con 2,25.8,269.846,569.846
Con 2,25.85,234.573,534.573
Con 2,25.9,256.866,556.866
Con 2,25.95,271.065,571.065
Con 2,26,233.269,533.269
Con 2,26.05,253.654,553.654
Con 2,26.1,242.616,542.616
Con 2,26.15,260.084,560.084
Con 2,26.2,248.628,548.628
Con 2,26.25,238.162,538.162
Con 2,26.3,248.02,548.02
Con 2,26.35,258.686,558.686
Con 2,26.4,245.359,545.359
Con 2,26.45,219.705,519.705
Con 2,26.5,244.72,544.72
Con 2,26.55,255.214,555.214
Con 2,26.6,244.676,544.676
Con 2,26.65,225.202,525.202
Con 2,26.7,219.295,519.295
Con 2,26.75,193.588,493.588
Con 2,26.8,227.824,527.824
Con 2,26.85,222.543,522.543
Con 2,26.9,258.172,558.172
Con 2,26.95,255.693,555.693
Con 2,27,254.444,554.444
Con 2,27.05,236.068,536.068
Con 2,27.1,225.975,525.975
Con 2,27.15,234.406,534.406
Con 2,27.2,269.874,569.874
Con 2,27.25,230.602,530.602
Con 2,27.3,270.643,570.643
Con 2,27.35,272.508,572.508
Con 2,27.4,289.327,589.327
Con 2,27.45,315.798,615.798
Con 2,27.5,401.083,701.083
Con 2,27.55,386.198,686.198
Con 2,27.6,430.351,730.351
Con 2,27.65,407.965,707.965
Con 2,27.7,405.372,705.372
Con 2,27.75,401.122,701.122
Con 2,27.8,296.949,596.949
Con 2,27.85,277.992,577.992
Con 2,27.9,258.093,558.093
Con 2,27.95,248.375,548.375
Con 2,28,223.903,523.903
Con 2,28.05,204.061,504.061
Con 2,28.1,245.467,545.467
Con 2,28.15,226.703,526.703
Con 2,28.2,248.518,548.518
Con 2,28.25,241.607,541.607
Con 2,28.3,261.38,561.38
Con 2,28.35,256.147,556.147
Con 2,28.4,250.615,550.615
Con 2,28.45,215.832,515.832
Con 2,28.5,224.011,524.011
Con 2,28.55,227.559,527.559
Con 2,28.6,232.603,532.603
Con 2,28.65,239.311,539.311
Con 2,28.7,210.404,510.404
Con 2,28.75,204.32,504.32
Con 2,28.8,230.948,530.948
Con 2,28.85,235.93,535.93
Con 2,28.9,232.829,532.829
Con 2,28.95,223.715,523.715
Con 2,29,218.094,518.094
Con 2,29.05,261.91,561.91
Con 2,29.1,206.026,506.026
Con 2,29.15,253.964,553.964
Con 2,29.2,242.861,542.861
Con 2,29.25,232.418,532.418
Con 2,29.3,241.338,541.338
Con 2,29.35,260.276,560.276
Con 2,29.4,281.761,581.761
Con 2,29.45,258.138,558.138
Con 2,29.5,258.145,558.145
Con 2,29.55,249.878,549.878
Con 2,29.6,231.383,531.383
Con 2,29.65,237.085,537.085
Con 2,29.7,225.046,525.046
Con 2,29.75,223.844,523.844
Con 2,29.8,231.694,531.694
Con 2,29.85,219.742,519.742
Con 2,29.9,243.729,543.729
Con 2,29.95,232.594,532.594
Con 2,30,223.877,523.877
Con 2,30.05,241.313,541.313
Con 2,30.1,259.35,559.35
Con 2,30.15,270.752,570.752
Con 2,30.2,260.057,560.057
Con 2,30.25,256.707,556.707
Con 2,30.3,261.149,561.149
Con 2,30.35,229.719,529.719
Con 2,30.4,242.497,542.497
Con 2,30.45,238.419,538.419
Con 2,30.5,262.078,562.078
Con 2,30.55,239.306,539.306
Con 2,30.6,269.248,569.248
Con 2,30.65,265.193,565.193
Con 2,30.7,343.285,643.285
Con 2,30.75,484.952,784.952
Con 2,30.8,653.798,953.798
Con 2,30.85,862.291,1162.291
Con 2,30.9,1102.06,1402.06
Con 2,30.95,1146.93,1446.93
Con 2,31,1061.25,1361.25
Con 2,31.05,925.584,1225.584
Con 2,31.1,683.403,983.403
Con 2,31.15,522.144,822.144
Con 2,31.2,438.272,738.272
Con 2,31.25,335.836,635.836
Con 2,31.3,345.67,645.67
Con 2,31.35,299.864,599.864
Con 2,31.4,327.13,627.13
Con 2,31.45,307.893,607.893
Con 2,31.5,263.614,563.614
Con 2,31.55,245.407,545.407
Con 2,31.6,252.117,552.117
Con 2,31.65,259.333,559.333
Con 2,31.7,232.948,532.948
Con 2,31.75,223.741,523.741
Con 2,31.8,246.735,546.735
Con 2,31.85,264.447,564.447
Con 2,31.9,246.188,546.188
Con 2,31.95,276.46,576.46
Con 2,32,261.573,561.573
Con 2,32.05,198.779,498.779
Con 2,32.1,229.58,529.58
Con 2,32.15,234.006,534.006
Con 2,32.2,192.027,492.027
Con 2,32.25,211.844,511.844
Con 2,32.3,212.162,512.162
Con 2,32.35,239.412,539.412
Con 2,32.4,241.253,541.253
Con 2,32.45,236.478,536.478
Con 2,32.5,215.722,515.722
Con 2,32.55,224.989,524.989
Con 2,32.6,212.295,512.295
Con 2,32.65,216.264,516.264
Con 2,32.7,215.643,515.643
Con 2,32.75,195.495,495.495
Con 2,32.8,196.261,496.261
Con 2,32.85,229.853,529.853
Con 2,32.9,203.645,503.645
Con 2,32.95,214.935,514.935
Con 2,33,194.523,494.523
Con 2,33.05,216.391,516.391
Con 2,33.1,230.83,530.83
Con 2,33.15,209.788,509.788
Con 2,33.2,194.884,494.884
Con 2,33.25,224.862,524.862
Con 2,33.3,222.349,522.349
Con 2,33.35,279.285,579.285
Con 2,33.4,227.299,527.299
Con 2,33.45,239.458,539.458
Con 2,33.5,256.988,556.988
Con 2,33.55,239.641,539.641
Con 2,33.6,211.471,511.471
Con 2,33.65,234.87,534.87
Con 2,33.7,239.704,539.704
Con 2,33.75,193.98,493.98
Con 2,33.8,192.091,492.091
Con 2,33.85,230.264,530.264
Con 2,33.9,208.144,508.144
Con 2,33.95,209.838,509.838
Con 2,34,192.839,492.839
Con 2,34.05,235.547,535.547
Con 2,34.1,203.446,503.446
Con 2,34.15,231.066,531.066
Con 2,34.2,195.656,495.656
Con 2,34.25,186.318,486.318
Con 2,34.3,187.63,487.63
Con 2,34.35,186.65,486.65
Con 2,34.4,188.401,488.401
Con 2,34.45,175.428,475.428
Con 2,34.5,182.91,482.91
Con 2,34.55,221.886,521.886
Con 2,34.6,207.726,507.726
Con 2,34.65,196.435,496.435
Con 2,34.7,208.852,508.852
Con 2,34.75,229.285,529.285
Con 2,34.8,230.71,530.71
Con 2,34.85,171.55,471.55
Con 2,34.9,206.709,506.709
Con 2,34.95,201.918,501.918
Con 2,35,204.58,504.58
Con 2,35.05,195.569,495.569
Con 2,35.1,168.28,468.28
Con 2,35.15,166.401,466.401
Con 2,35.2,220.529,520.529
Con 2,35.25,179.338,479.338
Con 2,35.3,181.994,481.994
Con 2,35.35,172.447,472.447
Con 2,35.4,219.356,519.356
Con 2,35.45,158.761,458.761
Con 2,35.5,214.211,514.211
Con 2,35.55,195.213,495.213
Con 2,35.6,189.995,489.995
Con 2,35.65,210.039,510.039
Con 2,35.7,232.656,532.656
Con 2,35.75,233.892,533.892
Con 2,35.8,242.228,542.228
Con 2,35.85,294.958,594.958
Con 2,35.9,343.133,643.133
Con 2,35.95,398.587,698.587
Con 2,36,364.62,664.62
Con 2,36.05,438.046,738.046
Con 2,36.1,386.629,686.629
Con 2,36.15,345.881,645.881
Con 2,36.2,359.724,659.724
Con 2,36.25,300.101,600.101
Con 2,36.3,284.693,584.693
Con 2,36.35,270.486,570.486
Con 2,36.4,271.677,571.677
Con 2,36.45,210.91,510.91
Con 2,36.5,209.178,509.178
Con 2,36.55,210.168,510.168
Con 2,36.6,185.142,485.142
Con 2,36.65,201.288,501.288
Con 2,36.7,192.666,492.666
Con 2,36.75,172.703,472.703
Con 2,36.8,209.723,509.723
Con 2,36.85,184.874,484.874
Con 2,36.9,176.914,476.914
Con 2,36.95,181.799,481.799
Con 2,37,193.46,493.46
Con 2,37.05,164.478,464.478
Con 2,37.1,179.993,479.993
Con 2,37.15,188.712,488.712
Con 2,37.2,200.308,500.308
Con 2,37.25,186.885,486.885
Con 2,37.3,203.395,503.395
Con 2,37.35,196.261,496.261
Con 2,37.4,207.047,507.047
Con 2,37.45,217.033,517.033
Con 2,37.5,173.038,473.038
Con 2,37.55,232.683,532.683
Con 2,37.6,278.42,578.42
Con 2,37.65,373.283,673.283
Con 2,37.7,427.236,727.236
Con 2,37.75,499.268,799.268
Con 2,37.8,532.468,832.468
Con 2,37.85,559.215,859.215
Con 2,37.9,553.203,853.203
Con 2,37.95,473.853,773.853
Con 2,38,402.346,702.346
Con 2,38.05,310.291,610.291
Con 2,38.1,290.253,590.253
Con 2,38.15,263.201,563.201
Con 2,38.2,242.144,542.144
Con 2,38.25,213.891,513.891
Con 2,38.3,171.179,471.179
Con 2,38.35,187.601,487.601
Con 2,38.4,244.012,544.012
Con 2,38.45,210.95,510.95
Con 2,38.5,210.245,510.245
Con 2,38.55,168.528,468.528
Con 2,38.6,196.337,496.337
Con 2,38.65,166.813,466.813
Con 2,38.7,178.015,478.015
Con 2,38.75,155.221,455.221
Con 2,38.8,180.476,480.476
Con 2,38.85,162.91,462.91
Con 2,38.9,156.858,456.858
Con 2,38.95,178.11,478.11
Con 2,39,184.794,484.794
Con 2,39.05,173.058,473.058
Con 2,39.1,184.805,484.805
Con 2,39.15,195.01,495.01
Con 2,39.2,162.529,462.529
Con 2,39.25,155.374,455.374
Con 2,39.3,192.078,492.078
Con 2,39.35,178.454,478.454
Con 2,39.4,187.027,487.027
Con 2,39.45,176.64,476.64
Con 2,39.5,143.908,443.908
Con 2,39.55,172.599,472.599
Con 2,39.6,146.326,446.326
Con 2,39.65,176.166,476.166
Con 2,39.7,159.927,459.927
Con 2,39.75,153.894,453.894
Con 2,39.8,168.178,468.178
Con 2,39.85,191.3,491.3
Con 2,39.9,191.431,491.431
Con 2,39.95,186.888,486.888
Con 2,40,170.197,470.197
Con 2,40.05,201.537,501.537
Con 2,40.1,199.369,499.369
Con 2,40.15,242.474,542.474
Con 2,40.2,247.988,547.988
Con 2,40.25,322.355,622.355
Con 2,40.3,408.003,708.003
Con 2,40.35,491.183,791.183
Con 2,40.4,560.331,860.331
Con 2,40.45,583.529,883.529
Con 2,40.5,589.868,889.868
Con 2,40.55,501.282,801.282
Con 2,40.6,498.944,798.944
Con 2,40.65,366.809,666.809
Con 2,40.7,331.611,631.611
Con 2,40.75,301.246,601.246
Con 2,40.8,242.157,542.157
Con 2,40.85,275.643,575.643
Con 2,40.9,300.667,600.667
Con 2,40.95,384.676,684.676
Con 2,41,387.828,687.828
Con 2,41.05,411.918,711.918
Con 2,41.1,429.64,729.64
Con 2,41.15,399.813,699.813
Con 2,41.2,361.468,661.468
Con 2,41.25,274.626,574.626
Con 2,41.3,251.175,551.175
Con 2,41.35,249.451,549.451
Con 2,41.4,174.345,474.345
Con 2,41.45,165.494,465.494
Con 2,41.5,180.945,480.945
Con 2,41.55,224.055,524.055
Con 2,41.6,172.057,472.057
Con 2,41.65,166.18,466.18
Con 2,41.7,157.73,457.73
Con 2,41.75,166.602,466.602
Con 2,41.8,196.196,496.196
Con 2,41.85,198.019,498.019
Con 2,41.9,153.862,453.862
Con 2,41.95,177.431,477.431
Con 2,42,161.931,461.931
Con 2,42.05,187.471,487.471
Con 2,42.1,176.9,476.9
Con 2,42.15,175.979,475.979
Con 2,42.2,154.906,454.906
Con 2,42.25,166.893,466.893
Con 2,42.3,185.811,485.811
Con 2,42.35,212.459,512.459
Con 2,42.4,188.157,488.157
Con 2,42.45,199.045,499.045
Con 2,42.5,206.675,506.675
Con 2,42.55,251.198,551.198
Con 2,42.6,215.185,515.185
Con 2,42.65,209.666,509.666
Con 2,42.7,193.276,493.276
Con 2,42.75,198.257,498.257
Con 2,42.8,159.038,459.038
Con 2,42.85,176.417,476.417
Con 2,42.9,170.067,470.067
Con 2,42.95,194.714,494.714
Con 2,43,149.933,449.933
Con 2,43.05,160.628,460.628
Con 2,43.1,124.297,424.297
Con 2,43.15,168.921,468.921
Con 2,43.2,157.293,457.293
Con 2,43.25,153.895,453.895
Con 2,43.3,158.086,458.086
Con 2,43.35,131.749,431.749
Con 2,43.4,146.57,446.57
Con 2,43.45,140.383,440.383
Con 2,43.5,134.172,434.172
Con 2,43.55,121.195,421.195
Con 2,43.6,133.948,433.948
Con 2,43.65,143.539,443.539
Con 2,43.7,131.84,431.84
Con 2,43.75,136.663,436.663
Con 2,43.8,142.085,442.085
Con 2,43.85,119.961,419.961
Con 2,43.9,148.309,448.309
Con 2,43.95,137.402,437.402
Con 2,44,128.175,428.175
Con 2,44.05,137.975,437.975
Con 2,44.1,141.136,441.136
Con 2,44.15,159.486,459.486
Con 2,44.2,143.209,443.209
Con 2,44.25,165.067,465.067
Con 2,44.3,182.748,482.748
Con 2,44.35,154.173,454.173
Con 2,44.4,186.374,486.374
Con 2,44.45,208.53,508.53
Con 2,44.5,226.163,526.163
Con 2,44.55,176.939,476.939
Con 2,44.6,178.735,478.735
Con 2,44.65,207.802,507.802
Con 2,44.7,174.309,474.309
Con 2,44.75,125.799,425.799
Con 2,44.8,152.65,452.65
Con 2,44.85,131.254,431.254
Con 2,44.9,152.297,452.297
Con 2,44.95,115.668,415.668
Con 2,45,130.638,430.638
Con 2,45.05,132.142,432.142
Con 2,45.1,121.59,421.59
Con 2,45.15,123.753,423.753
Con 2,45.2,127.525,427.525
Con 2,45.25,126.057,426.057
Con 2,45.3,119.118,419.118
Con 2,45.35,103.823,403.823
Con 2,45.4,159.752,459.752
Con 2,45.45,127.095,427.095
Con 2,45.5,139.832,439.832
Con 2,45.55,128.196,428.196
Con 2,45.6,127.92,427.92
Con 2,45.65,124.685,424.685
Con 2,45.7,154.919,454.919
Con 2,45.75,113.121,413.121
Con 2,45.8,143.803,443.803
Con 2,45.85,147.3,447.3
Con 2,45.9,148.323,448.323
Con 2,45.95,175.282,475.282
Con 2,46,182.834,482.834
Con 2,46.05,162.562,462.562
Con 2,46.1,189.84,489.84
Con 2,46.15,121.894,421.894
Con 2,46.2,157.746,457.746
Con 2,46.25,141.4,441.4
Con 2,46.3,158.221,458.221
Con 2,46.35,161.715,461.715
Con 2,46.4,197.068,497.068
Con 2,46.45,191.879,491.879
Con 2,46.5,183.298,483.298
Con 2,46.55,170.286,470.286
Con 2,46.6,153.761,453.761
Con 2,46.65,155.685,455.685
Con 2,46.7,163.574,463.574
Con 2,46.75,181.757,481.757
Con 2,46.8,165.933,465.933
Con 2,46.85,187.822,487.822
Con 2,46.9,185.752,485.752
Con 2,46.95,178.469,478.469
Con 2,47,232.355,532.355
Con 2,47.05,215.075,515.075
Con 2,47.1,203.85,503.85
Con 2,47.15,181.325,481.325
Con 2,47.2,167.951,467.951
Con 2,47.25,156.458,456.458
Con 2,47.3,161.194,461.194
Con 2,47.35,106.64,406.64
Con 2,47.4,112.088,412.088
Con 2,47.45,140.645,440.645
Con 2,47.5,125.585,425.585
Con 2,47.55,127.837,427.837
Con 2,47.6,99.6714,399.6714
Con 2,47.65,127.516,427.516
Con 2,47.7,88.4441,388.4441
Con 2,47.75,118.044,418.044
Con 2,47.8,101.083,401.083
Con 2,47.85,123.17,423.17
Con 2,47.9,121.388,421.388
Con 2,47.95,100.364,400.364
Con 2,48,130.05,430.05
Con 2,48.05,100.83,400.83
Con 2,48.1,127.133,427.133
Con 2,48.15,124.483,424.483
Con 2,48.2,150.007,450.007
Con 2,48.25,118.439,418.439
Con 2,48.3,90.455,390.455
Con 2,48.35,106.912,406.912
Con 2,48.4,121.468,421.468
Con 2,48.45,115.5,415.5
Con 2,48.5,95.5059,395.5059
Con 2,48.55,113.66,413.66
Con 2,48.6,104.552,404.552
Con 2,48.65,127.597,427.597
Con 2,48.7,109.805,409.805
Con 2,48.75,109.079,409.079
Con 2,48.8,92.1417,392.1417
Con 2,48.85,117.002,417.002
Con 2,48.9,117.725,417.725
Con 2,48.95,108.179,408.179
Con 2,49,125.161,425.161
Con 2,49.05,111.233,411.233
Con 2,49.1,90.6544,390.6544
Con 2,49.15,95.2538,395.2538
Con 2,49.2,96.0705,396.0705
Con 2,49.25,120.997,420.997
Con 2,49.3,117.872,417.872
Con 2,49.35,101.935,401.935
Con 2,49.4,124.839,424.839
Con 2,49.45,108.862,408.862
Con 2,49.5,129.638,429.638
Con 2,49.55,112.77,412.77
Con 2,49.6,111.704,411.704
Con 2,49.65,129.678,429.678
Con 2,49.7,135.018,435.018
Con 2,49.75,98.6352,398.6352
Con 2,49.8,116.767,416.767
Con 2,49.85,96.2638,396.2638
Con 2,49.9,105.539,405.539
Con 2,49.95,130.18,430.18
Con 2,50,130.407,430.407
Con 2,50.05,140.921,440.921
Con 2,50.1,185.69,485.69
Con 2,50.15,239.477,539.477
Con 2,50.2,147.092,447.092
Con 2,50.25,115.711,415.711
Con 2,50.3,137.637,437.637
Con 2,50.35,94.2455,394.2455
Con 2,50.4,85.6608,385.6608
Con 2,50.45,90.6208,390.6208
Con 2,50.5,84.5409,384.5409
Con 2,50.55,96.9862,396.9862
Con 2,50.6,98.6118,398.6118
Con 2,50.65,91.8154,391.8154
Con 2,50.7,69.5522,369.5522
Con 2,50.75,88.5195,388.5195
Con 2,50.8,80.7208,380.7208
Con 2,50.85,75.2099,375.2099
Con 2,50.9,92.1554,392.1554
Con 2,50.95,79.9458,379.9458
Con 2,51,99.2571,399.2571
Con 2,51.05,98.8648,398.8648
Con 2,51.1,111.319,411.319
Con 2,51.15,73.3351,373.3351
Con 2,51.2,71.9651,371.9651
Con 2,51.25,70.3198,370.3198
Con 2,51.3,81.8059,381.8059
Con 2,51.35,96.9781,396.9781
Con 2,51.4,66.313,366.313
Con 2,51.45,105.607,405.607
Con 2,51.5,60.659,360.659
Con 2,51.55,73.8534,373.8534
Con 2,51.6,83.6335,383.6335
Con 2,51.65,51.1306,351.1306
Con 2,51.7,85.7512,385.7512
Con 2,51.75,80.0961,380.0961
Con 2,51.8,44.9057,344.9057
Con 2,51.85,58.2967,358.2967
Con 2,51.9,70.4932,370.4932
Con 2,51.95,120.665,420.665
Con 2,52,81.4948,381.4948
Con 2,52.05,68.3353,368.3353
Con 2,52.1,77.1999,377.1999
Con 2,52.15,89.1161,389.1161
Con 2,52.2,62.1985,362.1985
Con 2,52.25,82.0153,382.0153
Con 2,52.3,78.4431,378.4431
Con 2,52.35,71.6941,371.6941
Con 2,52.4,79.2536,379.2536
Con 2,52.45,63.7781,363.7781
Con 2,52.5,54.1797,354.1797
Con 2,52.55,71.3856,371.3856
Con 2,52.6,56.6204,356.6204
Con 2,52.65,76.2188,376.2188
Con 2,52.7,55.5317,355.5317
Con 2,52.75,92.4464,392.4464
Con 2,52.8,62.4079,362.4079
Con 2,52.85,62.8568,362.8568
Con 2,52.9,53.6759,353.6759
Con 2,52.95,56.2703,356.2703
Con 2,53,57.5282,357.5282
Con 2,53.05,40.1924,340.1924
Con 2,53.1,80.9616,380.9616
Con 2,53.15,58.5881,358.5881
Con 2,53.2,69.8926,369.8926
Con 2,53.25,48.4167,348.4167
Con 2,53.3,81.8943,381.8943
Con 2,53.35,73.1863,373.1863
Con 2,53.4,48.4798,348.4798
Con 2,53.45,60.7645,360.7645
Con 2,53.5,95.4746,395.4746
Con 2,53.55,101.916,401.916
Con 2,53.6,97.0467,397.0467
Con 2,53.65,56.1501,356.1501
Con 2,53.7,76.0033,376.0033
Con 2,53.75,57.4515,357.4515
Con 2,53.8,70.5797,370.5797
Con 2,53.85,44.8325,344.8325
Con 2,53.9,63.2768,363.2768
Con 2,53.95,47.8176,347.8176
Con 2,54,72.1751,372.1751
Con 2,54.05,64.0748,364.0748
Con 2,54.1,67.806,367.806
Con 2,54.15,34.7054,334.7054
Con 2,54.2,75.8363,375.8363
Con 2,54.25,62.6187,362.6187
Con 2,54.3,62.4078,362.4078
Con 2,54.35,51.2946,351.2946
Con 2,54.4,44.8711,344.8711
Con 2,54.45,59.8401,359.8401
Con 2,54.5,53.345,353.345
Con 2,54.55,52.2264,352.2264
Con 2,54.6,51.7125,351.7125
Con 2,54.65,61.2556,361.2556
Con 2,54.7,40.9173,340.9173
Con 2,54.75,72.5999,372.5999
Con 2,54.8,62.2222,362.2222
Con 2,54.85,65.5736,365.5736
Con 2,54.9,50.5206,350.5206
Con 2,54.95,38.1512,338.1512
Con 2,55,65.4452,365.4452
Con 2,55.05,51.7439,351.7439
Con 2,55.1,54.7381,354.7381
Con 2,55.15,70.6474,370.6474